"entry_id","contest_id","contest_name","MVP - 1.5X Points","AnyFLEX","AnyFLEX","AnyFLEX","AnyFLEX","","Instructions"
"1906632708","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-31001","41200-69956","41200-104421","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"1906632712","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-69956","41200-14257","41200-79974","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"1906632714","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-31001","41200-79974","41200-6641","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"1906632718","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-31001","41200-69956","41200-30733","","4) You can not use this form to create new entries"
"1906632720","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-31001","41200-14257","41200-104421",""
"1906632721","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-69956","41200-27292","41200-79974","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"1906632726","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-31001","41200-73273","41200-69956","41200-79974","","41200-31716:Dak Prescott","41200-31716","QB","Dak","Dak Prescott","Prescott","22.726666768391926","12","15500","DAL@CHI","DAL","CHI","","","","",""
"1906632731","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-28643","41200-31001","41200-69956","41200-27527","","41200-38628:Mitchell Trubisky","41200-38628","QB","Mitchell","Mitchell Trubisky","Trubisky","13.349090576171875","11","15000","DAL@CHI","CHI","DAL","","","","",""
"1906632737","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-69956","41200-14257","41200-69307","","41200-38791:Ezekiel Elliott","41200-38791","RB","Ezekiel","Ezekiel Elliott","Elliott","16.258333841959637","12","14500","DAL@CHI","DAL","CHI","","","","",""
"1906632740","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-73273","41200-69956","41200-63759","","41200-28643:Allen Robinson II","41200-28643","WR","Allen","Allen Robinson II","Robinson II","12.541666666666666","12","14000","DAL@CHI","CHI","DAL","","","","",""
"1906632743","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-73273","41200-69956","41200-27527","","41200-31001:Amari Cooper","41200-31001","WR","Amari","Amari Cooper","Cooper","14.258333841959635","12","13000","DAL@CHI","DAL","CHI","","","","",""
"1906632746","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-31001","41200-73273","41200-69956","41200-6641","","41200-73273:David Montgomery","41200-73273","RB","David","David Montgomery","Montgomery","10.183333079020182","12","11500","DAL@CHI","CHI","DAL","","","","",""
"1906632750","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-28643","41200-31001","41200-69956","41200-104421","","41200-69956:Michael Gallup","41200-69956","WR","Michael","Michael Gallup","Gallup","12.20999984741211","10","11000","DAL@CHI","DAL","CHI","","","","",""
"1906632754","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-31001","41200-69307","41200-6641","","41200-41936:Anthony Miller","41200-41936","WR","Anthony","Anthony Miller","Miller","5.483333587646484","12","10500","DAL@CHI","CHI","DAL","","","","",""
"1906632757","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-31001","41200-27292","41200-104421","","41200-27292:Brett Maher","41200-27292","K","Brett","Brett Maher","Maher","8.25","12","9500","DAL@CHI","DAL","CHI","","","","",""
"1906632763","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-31001","41200-73273","41200-26458","","41200-14257:Randall Cobb","41200-14257","WR","Randall","Randall Cobb","Cobb","9.227272727272727","11","9500","DAL@CHI","DAL","CHI","","","","",""
"1906632767","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-73273","41200-69956","41200-104421","","41200-79974:Tarik Cohen","41200-79974","RB","Tarik","Tarik Cohen","Cohen","7.549999872843425","12","9000","DAL@CHI","CHI","DAL","","","","",""
"1906632769","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-31001","41200-69956","41200-14257","41200-79974","","41200-69307:Eddy Pineiro","41200-69307","K","Eddy","Eddy Pineiro","Pineiro","6","12","8500","DAL@CHI","CHI","DAL","","","","",""
"1906632775","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-73273","41200-14257","41200-79974","","41200-54753:Taylor Gabriel","41200-54753","WR","Taylor","Taylor Gabriel","Gabriel","8.422222561306423","9","8000","DAL@CHI","CHI","DAL","NA","Concussion","","",""
"1906632781","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-31001","41200-79974","41200-6641","","41200-6641:Jason Witten","41200-6641","TE","Jason","Jason Witten","Witten","6.983333587646484","12","8000","DAL@CHI","DAL","CHI","","","","",""
"1906633054","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-31001","41200-79974","41200-27527","","41200-63759:Tony Pollard","41200-63759","RB","Tony","Tony Pollard","Pollard","5.0363637750799","11","7000","DAL@CHI","DAL","CHI","NA","Ankle","","",""
"1906633056","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-28643","41200-14257","41200-27527","","41200-27527:Blake Jarwin","41200-27527","TE","Blake","Blake Jarwin","Jarwin","5.009090770374645","11","6500","DAL@CHI","DAL","CHI","","","","",""
"1906633060","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-28643","41200-31001","41200-14257","41200-6641","","41200-70489:Ben Braunecker","41200-70489","TE","Ben","Ben Braunecker","Braunecker","3.7249999046325684","4","6000","DAL@CHI","CHI","DAL","NA","Concussion","","",""
"1906633064","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31716","41200-38791","41200-69956","41200-79974","41200-6641","","41200-104421:Jesper Horsted","41200-104421","TE","Jesper","Jesper Horsted","Horsted","4.599999904632568","2","6000","DAL@CHI","CHI","DAL","","","","",""
"1906633069","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-31001","41200-69956","41200-26458","","41200-30733:Cordarrelle Patterson","41200-30733","WR","Cordarrelle","Cordarrelle Patterson","Patterson","1.9727273420854048","11","5500","DAL@CHI","CHI","DAL","","","","",""
"1906633077","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-69956","41200-14257","41200-79974","","41200-26458:Tavon Austin","41200-26458","WR","Tavon","Tavon Austin","Austin","2.660000038146973","10","5500","DAL@CHI","DAL","CHI","","","","",""
"1906633083","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-31001","41200-14257","41200-63759","","41200-55042:Dalton Schultz","41200-55042","TE","Dalton","Dalton Schultz","Schultz","0.550000011920929","2","5000","DAL@CHI","DAL","CHI","","","","",""
"1906633093","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-31001","41200-14257","41200-27527","","41200-30788:Tyler Bray","41200-30788","QB","Tyler","Tyler Bray","Bray","0","0","5000","DAL@CHI","CHI","DAL","","","","",""
"1906633103","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-31001","41200-69956","41200-30733","","41200-23046:Jamize Olawale","41200-23046","RB","Jamize","Jamize Olawale","Olawale","0","1","5000","DAL@CHI","DAL","CHI","","","","",""
"1906633111","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-69956","41200-14257","41200-6641","","41200-69325:Riley Ridley","41200-69325","WR","Riley","Riley Ridley","Ridley","0","0","5000","DAL@CHI","CHI","DAL","","","","",""
"1906633122","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-38791","41200-79974","41200-104421","","41200-69581:Cedrick Wilson","41200-69581","WR","Cedrick","Cedrick Wilson","Wilson","2.366666634877523","3","5000","DAL@CHI","DAL","CHI","","","","",""
"1906633128","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-38791","41200-6641","41200-63759","","41200-28502:Devin Smith","41200-28502","WR","Devin","Devin Smith","Smith","6.599999745686849","3","5000","DAL@CHI","DAL","CHI","NA","Coach's decision","","",""
"1906633135","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-38791","41200-6641","41200-27527","","41200-30297:Trey Burton","41200-30297","TE","Trey","Trey Burton","Burton","1.9249999523162842","8","5000","DAL@CHI","CHI","DAL","IR","Calf","","",""
"1906633149","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-38791","41200-14257","41200-26458","","41200-79967:Adam Shaheen","41200-79967","TE","Adam","Adam Shaheen","Shaheen","1.6999999455043249","7","5000","DAL@CHI","CHI","DAL","IR","Foot","","",""
"1906633154","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-31001","41200-14257","41200-104421","","41200-63330:Mike Weber","41200-63330","RB","Mike","Mike Weber","Weber","0","0","5000","DAL@CHI","DAL","CHI","","","","",""
"1906633165","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-69956","41200-27292","41200-79974","","41200-8803:Chase Daniel","41200-8803","QB","Chase","Chase Daniel","Daniel","9.333333333333334","3","5000","DAL@CHI","CHI","DAL","","","","",""
"1906633169","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-38791","41200-6641","41200-104421","","41200-25957:J.P. Holtz","41200-25957","TE","J.P.","J.P. Holtz","Holtz","1.099999984105428","3","5000","DAL@CHI","CHI","DAL","","","","",""
"1906633181","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-31001","41200-27292","41200-63759","","41200-57064:Ryan Nall","41200-57064","RB","Ryan","Ryan Nall","Nall","0","0","5000","DAL@CHI","CHI","DAL","","","","",""
"1906633191","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38628","41200-31716","41200-31001","41200-27292","41200-27527","","41200-44715:Cooper Rush","41200-44715","QB","Cooper","Cooper Rush","Rush","0","0","5000","DAL@CHI","DAL","CHI","","","","",""
"1906633200","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-69956","41200-104421","","41200-55148:Clayton Thorson","41200-55148","QB","Clayton","Clayton Thorson","Thorson","0","0","5000","DAL@CHI","DAL","CHI","","","","",""
"1906633466","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-69956","41200-14257","41200-79974","","41200-79980:Eric Saubert","41200-79980","TE","Eric","Eric Saubert","Saubert","1.4600000381469727","5","5000","DAL@CHI","CHI","DAL","NA","Coach's decision","","",""
"1906633470","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-79974","41200-6641","","41200-62127:Cole Hikutini","41200-62127","TE","Cole","Cole Hikutini","Hikutini","0","0","5000","DAL@CHI","DAL","CHI","","","","",""
"1906633477","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-69956","41200-30733","","41200-56946:Ventell Bryant","41200-56946","WR","Ventell","Ventell Bryant","Bryant","8","1","5000","DAL@CHI","DAL","CHI","","","","",""
"1906633482","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-14257","41200-104421","","41200-71359:Javon Wims","41200-71359","WR","Javon","Javon Wims","Wims","3.2125000953674316","8","5000","DAL@CHI","CHI","DAL","","","","",""
"1906633488","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-69956","41200-27292","41200-79974","","41200-103998:Thomas Ives","41200-103998","WR","Thomas","Thomas Ives","Ives","0","0","5000","DAL@CHI","CHI","DAL","","","","",""
"1906633493","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-69956","41200-14257","41200-69307"
"1906633498","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-73273","41200-69956","41200-63759"
"1906633499","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-73273","41200-69956","41200-27527"
"1906633503","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-69307","41200-6641"
"1906633505","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-27292","41200-104421"
"1906633509","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-73273","41200-26458"
"1906633516","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-73273","41200-69956","41200-104421"
"1906633520","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-73273","41200-14257","41200-79974"
"1906633526","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-79974","41200-63759"
"1906633530","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-79974","41200-27527"
"1906633535","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-28643","41200-14257","41200-27527"
"1906633541","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-69956","41200-79974","41200-6641"
"1906633553","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-69956","41200-27292","41200-69307"
"1906633558","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-73273","41200-30733"
"1906633570","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-79974","41200-104421"
"1906633750","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-73273","41200-14257","41200-6641"
"1906633756","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-28643","41200-14257","41200-104421"
"1906633764","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-69956","41200-14257","41200-104421"
"1906633769","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-73273","41200-27292","41200-79974"
"1906633774","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-31001","41200-6641","41200-104421"
"1906633780","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-38791","41200-31716","41200-28643","41200-27292","41200-27527"
"1906633783","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-28643","41200-31716","41200-31001","41200-69956","41200-27527"
"1906633789","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-28643","41200-31716","41200-31001","41200-69956","41200-104421"
"1906633791","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-28643","41200-38791","41200-31716","41200-14257","41200-27527"
"1906633798","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-28643","41200-31716","41200-31001","41200-14257","41200-6641"
"1906633803","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-28643","41200-38791","41200-31716","41200-14257","41200-104421"
"1906633807","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-28643","41200-31716","41200-69956","41200-27292","41200-14257"
"1906633809","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-28643","41200-38791","41200-31716","41200-27292","41200-27527"
"1906633817","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-28643","41200-31716","41200-31001","41200-27292","41200-6641"
"1906633825","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-28643","41200-31716","41200-73273","41200-69956","41200-6641"
"1906633827","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31001","41200-38791","41200-31716","41200-69956","41200-104421"
"1906633830","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31001","41200-38791","41200-31716","41200-79974","41200-6641"
"1906633833","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31001","41200-38791","41200-31716","41200-69956","41200-30733"
"1906633836","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31001","41200-38791","41200-31716","41200-14257","41200-104421"
"1906633839","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31001","41200-31716","41200-73273","41200-69956","41200-79974"
"1906880890","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31001","41200-28643","41200-31716","41200-69956","41200-27527"
"1906880898","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31001","41200-31716","41200-73273","41200-69956","41200-6641"
"1906880908","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31001","41200-28643","41200-31716","41200-69956","41200-104421"
"1906880917","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-31001","41200-38791","41200-31716","41200-69307","41200-6641"
"1906880925","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-73273","41200-31001","41200-31716","41200-69956","41200-79974"
"1906880930","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-73273","41200-38791","41200-31716","41200-69956","41200-63759"
"1906880936","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-73273","41200-38791","41200-31716","41200-69956","41200-27527"
"1906880940","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-73273","41200-31001","41200-31716","41200-69956","41200-6641"
"1906880947","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-73273","41200-38791","41200-31001","41200-31716","41200-26458"
"1906880955","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-73273","41200-38791","41200-31716","41200-69956","41200-104421"
"1906880963","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-73273","41200-38791","41200-31716","41200-14257","41200-79974"
"1906880968","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-73273","41200-38791","41200-31001","41200-31716","41200-30733"
"1906880974","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-73273","41200-38791","41200-31716","41200-14257","41200-6641"
"1906880979","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69956","41200-38791","41200-31001","41200-31716","41200-104421"
"1906880982","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69956","41200-38791","41200-31716","41200-14257","41200-79974"
"1906880987","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69956","41200-38791","41200-31001","41200-31716","41200-30733"
"1906880992","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69956","41200-38791","41200-31716","41200-27292","41200-79974"
"1906880997","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69956","41200-31001","41200-73273","41200-31716","41200-79974"
"1906881002","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69956","41200-28643","41200-31001","41200-31716","41200-27527"
"1906881009","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69956","41200-38791","41200-31716","41200-14257","41200-69307"
"1906881123","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69956","41200-38791","41200-73273","41200-31716","41200-63759"
"1906881128","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69956","41200-38791","41200-73273","41200-31716","41200-27527"
"1906881132","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-41936","41200-31001","41200-69956","41200-31716","41200-14257"
"1906881145","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-41936","41200-38791","41200-31001","41200-31716","41200-27527"
"1906881153","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-41936","41200-38791","41200-69956","41200-31716","41200-6641"
"1906881162","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-27292","41200-38791","41200-69956","41200-31716","41200-79974"
"1906881167","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-27292","41200-38791","41200-31001","41200-31716","41200-104421"
"1906881172","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-27292","41200-38791","41200-69956","41200-31716","41200-69307"
"1906881177","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-14257","41200-38791","41200-69956","41200-31716","41200-79974"
"1906881180","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-14257","41200-38791","41200-31001","41200-31716","41200-104421"
"1906881181","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-14257","41200-38791","41200-69956","41200-31716","41200-69307"
"1906881185","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-14257","41200-31001","41200-69956","41200-31716","41200-79974"
"1906881190","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-14257","41200-38791","41200-73273","41200-31716","41200-79974"
"1906881199","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-14257","41200-38791","41200-28643","41200-31716","41200-27527"
"1906881204","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-14257","41200-28643","41200-31001","41200-31716","41200-6641"
"1906881208","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-14257","41200-38791","41200-73273","41200-31716","41200-6641"
"1906881209","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-14257","41200-38791","41200-28643","41200-31716","41200-104421"
"1906881216","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-79974","41200-38791","41200-69956","41200-14257","41200-31716"
"1906881222","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-79974","41200-38791","41200-31001","41200-31716","41200-6641"
"1906881229","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-79974","41200-38791","41200-69956","41200-27292","41200-31716"
"1906881330","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-79974","41200-31001","41200-73273","41200-69956","41200-31716"
"1906881357","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-79974","41200-31001","41200-69956","41200-14257","41200-31716"
"1906881360","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-79974","41200-38791","41200-73273","41200-14257","41200-31716"
"1906881363","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69307","41200-38791","41200-69956","41200-14257","41200-31716"
"1906881369","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69307","41200-38791","41200-31001","41200-31716","41200-6641"
"1906881371","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-69307","41200-38791","41200-69956","41200-27292","41200-31716"
"1906881375","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-6641","41200-38791","41200-31001","41200-79974","41200-31716"
"1906881379","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-6641","41200-31001","41200-73273","41200-69956","41200-31716"
"1906881387","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-6641","41200-38791","41200-31001","41200-69307","41200-31716"
"1906881398","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-6641","41200-28643","41200-31001","41200-14257","41200-31716"
"1906881403","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-6641","41200-38791","41200-69956","41200-79974","41200-31716"
"1906881410","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-6641","41200-38791","41200-73273","41200-14257","41200-31716"
"1906881416","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-63759","41200-38791","41200-73273","41200-69956","41200-31716"
"1906881420","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-63759","41200-38791","41200-31001","41200-79974","41200-31716"
"1906881426","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-63759","41200-38628","41200-31001","41200-14257","41200-31716"
"1906881435","41200-232228336","$7K Thu NFL Pooch Punt (150 Entries Max)","41200-27527","41200-28643","41200-31001","41200-69956","41200-31716"
